metric,metric_direction,comparison,delay_error_ns,block_count,effective_block_count,expected_block_count,missing_block_count,duplicate_block_delay_count,unavailable_block_count,missing_blocks,source_classification,effect,effect_mean,ci_low,ci_high,recoverable_space,actual_recovered,recovery_ratio,status,reason
track_continuity,higher_is_better,A1_to_A3,-1,15,15,15,0,45,0,,Formal-v2 confirmatory,0.0,0.0,0.0,0.0,0.0,0.0,,NOT_EVALUABLE,zero_recoverable_space
track_continuity,higher_is_better,A1_to_A2,1,15,15,15,0,45,0,,Formal-v2 confirmatory,0.013333333333333338,0.013333333333333338,0.0,0.040000000000000015,0.013333333333333338,0.013333333333333338,1.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A3,1,15,15,15,0,45,0,,Formal-v2 confirmatory,0.013333333333333338,0.013333333333333338,0.0,0.040000000000000015,0.013333333333333338,0.013333333333333338,1.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A2,2,15,15,15,0,45,0,,Formal-v2 confirmatory,0.013333333333333338,0.013333333333333338,0.0,0.040000000000000015,0.013333333333333338,0.013333333333333338,1.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A3,2,15,15,15,0,45,0,,Formal-v2 confirmatory,0.013333333333333338,0.013333333333333338,0.0,0.040000000000000015,0.013333333333333338,0.013333333333333338,1.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A2,4,15,15,15,0,45,0,,Formal-v2 confirmatory,0.08000000000000002,0.08000000000000002,0.013333333333333338,0.16000000000000003,0.08000000000000002,0.08000000000000002,1.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A3,4,15,15,15,0,45,0,,Formal-v2 confirmatory,0.08000000000000002,0.08000000000000002,0.013333333333333338,0.16000000000000003,0.08000000000000002,0.08000000000000002,1.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A2,8,15,15,15,0,45,0,,Formal-v2 confirmatory,0.16000000000000003,0.16000000000000003,0.05333333333333334,0.28,0.16000000000000003,0.14666666666666667,0.9166666666666665,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity,higher_is_better,A1_to_A3,8,15,15,15,0,45,0,,Formal-v2 confirmatory,0.14666666666666667,0.14666666666666667,0.040000000000000015,0.26666666666666666,0.16000000000000003,0.14666666666666667,0.9166666666666665,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity_after_confirmation,higher_is_better,A1_to_A2,-8,15,15,15,0,45,0,,Formal-v2 confirmatory,0.25,0.25,0.13333333333333333,0.38333333333333336,0.25,0.08333333333333333,0.3333333333333333,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity_after_confirmation,higher_is_better,A1_to_A3,-8,15,15,15,0,45,0,,Formal-v2 confirmatory,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.25,0.08333333333333333,0.3333333333333333,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity_after_confirmation,higher_is_better,A1_to_A2,-4,15,15,15,0,45,0,,Formal-v2 confirmatory,0.016666666666666666,0.016666666666666666,-0.03333333333333333,0.06666666666666667,0.016666666666666666,0.0,0.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity_after_confirmation,higher_is_better,A1_to_A3,-4,15,15,15,0,45,0,,Formal-v2 confirmatory,0.0,0.0,-0.06666666666666667,0.06666666666666667,0.016666666666666666,0.0,0.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity_after_confirmation,higher_is_better,A1_to_A2,-2,15,15,15,0,45,0,,Formal-v2 confirmatory,-0.016666666666666666,-0.016666666666666666,-0.06666666666666667,0.03333333333333333,-0.016666666666666666,0.0,-0.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity_after_confirmation,higher_is_better,A1_to_A3,-2,15,15,15,0,45,0,,Formal-v2 confirmatory,0.0,0.0,0.0,0.0,-0.016666666666666666,0.0,-0.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity_after_confirmation,higher_is_better,A1_to_A2,-1,15,15,15,0,45,0,,Formal-v2 confirmatory,0.0,0.0,0.0,0.0,0.0,0.0,,NOT_EVALUABLE,zero_recoverable_space
track_continuity_after_confirmation,higher_is_better,A1_to_A3,-1,15,15,15,0,45,0,,Formal-v2 confirmatory,0.0,0.0,0.0,0.0,0.0,0.0,,NOT_EVALUABLE,zero_recoverable_space
track_continuity_after_confirmation,higher_is_better,A1_to_A2,1,15,15,15,0,45,0,,Formal-v2 confirmatory,0.016666666666666666,0.016666666666666666,0.0,0.05,0.016666666666666666,0.016666666666666666,1.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity_after_confirmation,higher_is_better,A1_to_A3,1,15,15,15,0,45,0,,Formal-v2 confirmatory,0.016666666666666666,0.016666666666666666,0.0,0.05,0.016666666666666666,0.016666666666666666,1.0,passed,exact_duplicate_block_delay_rows_collapsed
track_continuity_after_confirmation,higher_is_better,A1_to_A2,2,15,15,15,0,45,0,,Formal-v2 confirmatory,0.016666666666666666,0.016666666666666666,0.0,0.05,0.016666666666666666,0.016666666666666666,1.0,passed,exact_duplicate_block_delay_rows_collapsed
